year,province,bank_type_bfi,outlet_num,outlet_employees,outlet_assets,corporate_ins_num,outlet_pert
2013,青海省,邮政储蓄银行,177,921,201,0,0.3063
2013,青海省,城市商业银行,54,1152,492,1,0.0935
2013,青海省,城市信用社,0,0,0,0,0
2013,青海省,小型农村金融机构,373,3558,651,31,0.6456
2013,青海省,财务公司,1,27,63,1,0.0017
2013,青海省,信托公司,1,276,45,1,0.0017
2013,宁夏回族自治区,政策性银行,16,526,960,0,0.0245
2013,宁夏回族自治区,三类新型农村金融机构,20,457,69,9,0.0306
2013,宁夏回族自治区,合计,1201,21579,5764,31,1.8359
2013,宁夏回族自治区,大型商业银行,495,10745,2109,0,0.7567
2013,宁夏回族自治区,股份制商业银行,6,303,127,0,0.0092
2013,宁夏回族自治区,邮政储蓄银行,195,1005,149,0,0.2981
2013,宁夏回族自治区,城市商业银行,84,2919,1123,2,0.1284
2013,宁夏回族自治区,小型农村金融机构,385,5624,1227,20,0.5885
2013,新疆维吾尔自治区,政策性银行,94,2226,2917.05,0,0.0415
2013,新疆维吾尔自治区,外资银行,2,70,37.46,0,0.0009
2013,新疆维吾尔自治区,三类新型农村金融机构,43,849,122.93,17,0.019
2013,新疆维吾尔自治区,合计,3483,55557,20063.28,108,1.5382
2013,新疆维吾尔自治区,大型商业银行,1382,30028,8268.89,0,0.6103
2013,新疆维吾尔自治区,股份制商业银行,64,2047,1516.61,0,0.0283
2013,新疆维吾尔自治区,邮政储蓄银行,660,4048,667.81,0,0.2915
2013,新疆维吾尔自治区,城市商业银行,175,4189,3397.14,5,0.0773
2013,新疆维吾尔自治区,城市信用社,0,0,0,0,0
2013,新疆维吾尔自治区,小型农村金融机构,1062,11732,2730.21,83,0.469
2013,新疆维吾尔自治区,财务公司,1,13,10.3,0,0.0004
2013,新疆维吾尔自治区,信托公司,0,271,40.9,2,0
2014,北京市,政策性银行,17,926,15303,0,0.0079
2014,北京市,外资银行,114,8230,3198,9,0.053
2014,北京市,三类新型农村金融机构,15,597,139,10,0.007
2014,北京市,合计,4363,111520,163314,83,2.0278
2014,北京市,大型商业银行,1782,53007,70010,0,0.8282
2014,北京市,股份制商业银行,789,21419,38434,2,0.3667
2014,北京市,邮政储蓄银行,565,2732,2320,0,0.2626
2014,北京市,城市商业银行,306,10062,17114,1,0.1422
2014,北京市,城市信用社,0,0,0,0,0
2014,北京市,小型农村金融机构,711,8561,5237,1,0.3305
2014,北京市,财务公司,46,1919,8709,46,0.0214
2014,北京市,信托公司,3,541,137,3,0.0014
2014,天津市,政策性银行,13,505,2967.4,0,0.0086
2014,天津市,外资银行,56,1609,848.8,1,0.0369
2014,天津市,三类新型农村金融机构,43,969,213.7,18,0.0283
2014,天津市,合计,2966,62187,44136.6,37,1.9554
2014,天津市,大型商业银行,1173,27271,11397.5,0,0.7733
2014,天津市,股份制商业银行,340,11837,13340.1,2,0.2242
2014,天津市,邮政储蓄银行,416,2508,872.6,0,0.2743
2014,天津市,城市商业银行,316,7340,7084.5,1,0.2083
2014,天津市,小型农村金融机构,595,8426,3170.1,2,0.3923
2014,天津市,财务公司,4,116,212.2,3,0.0026
2014,天津市,信托公司,2,299,72.9,2,0.0013
2014,河北省,政策性银行,164,3637,3327.2,,0.0222
2014,河北省,外资银行,2,75,33.1,,0.0003
2014,河北省,三类新型农村金融机构,105,2101,192.6,62,0.0142
2014,河北省,合计,10895,165848,52816.1,262,1.4755
2014,河北省,大型商业银行,3245,77832,22845.2,,0.4395
2014,河北省,股份制商业银行,284,8118,5128.6,,0.0385
2014,河北省,邮政储蓄银行,1459,9634,2733.9,,0.1976
2014,河北省,城市商业银行,780,16444,7438.3,11,0.1056
2014,河北省,小型农村金融机构,4848,47598,10600.5,181,0.6566
2014,河北省,财务公司,6,173,341.6,6,0.0008
2014,河北省,信托公司,1,159,37.7,1,0.0001
2014,山西省,政策性银行,83,1940,2278.7,0,0.0228
2014,山西省,外资银行,2,53,28.9,0,0.0005
2014,山西省,三类新型农村金融机构,57,1776,198,44,0.0156
2014,山西省,合计,5793,110456,33068.6,172,1.588
2014,山西省,大型商业银行,1721,47148,12925.3,0,0.4718
2014,山西省,股份制商业银行,270,7688,4376.8,0,0.074
2014,山西省,邮政储蓄银行,253,6794,2031.3,0,0.0694
2014,山西省,城市商业银行,244,7746,2688.5,6,0.0669
2014,山西省,小型农村金融机构,3153,36810,7816.4,114,0.8643
2014,山西省,财务公司,8,286,683.8,6,0.0022
2014,山西省,信托公司,1,174,20.9,1,0.0003
2014,内蒙古自治区,政策性银行,85,2129,3201,0,0.0339
2014,内蒙古自治区,外资银行,1,27,6,0,0.0004
2014,内蒙古自治区,三类新型农村金融机构,70,3231,374,67,0.0279
2014,内蒙古自治区,合计,4683,94259,24019,169,1.8696
2014,内蒙古自治区,大型商业银行,1597,40939,8594,0,0.6376
2014,内蒙古自治区,股份制商业银行,128,3676,2445,0,0.0511
2014,内蒙古自治区,邮政储蓄银行,164,4044,800,0,0.0655
2014,内蒙古自治区,城市商业银行,396,12137,4600,4,0.1581
2014,内蒙古自治区,小型农村金融机构,2236,27604,3749,93,0.8927
2014,内蒙古自治区,财务公司,4,108,206,3,0.0016
2014,内蒙古自治区,信托公司,2,364,44,2,0.0008
2014,中国,外资银行,,47412,,41,
2014,中国,合计,,3763435,,4089,
2014,中国,城市商业银行,,346816,,133,
2014,中国,农村合作银行,,32614,,89,
2014,中国,农村商业银行,,373635,,665,
2014,中国,农村信用社,,423992,,1596,
2014,中国,信托公司,,16683,,68,
2014,辽宁省,政策性银行,82,2389,5956,0,0.0187
2014,辽宁省,外资银行,44,1479,570,0,0.01
2014,辽宁省,三类新型农村金融机构,135,3537,555,61,0.0307
2014,辽宁省,合计,9256,179698,58047,146,2.1079
2014,辽宁省,大型商业银行,3135,80530,19022,0,0.714
2014,辽宁省,股份制商业银行,687,15867,9597,0,0.1565
2014,辽宁省,邮政储蓄银行,1721,18161,2435,0,0.3919
2014,辽宁省,城市商业银行,1226,27591,14981,15,0.2792
2014,辽宁省,小型农村金融机构,2222,29779,4402,66,0.506
2014,辽宁省,财务公司,3,200,454,3,0.0007
2014,辽宁省,信托公司,1,165,76,1,0.0002
2014,吉林省,政策性银行,61,1831,3554.9,0,0.0222
2014,吉林省,外资银行,2,46,10,0,0.0007
2014,吉林省,三类新型农村金融机构,87,2795,357.4,45,0.0316
2014,吉林省,合计,4887,94667,22671.8,105,1.7756
2014,吉林省,大型商业银行,1592,44404,8440.3,0,0.5784
2014,吉林省,股份制商业银行,121,3283,2094.7,0,0.044
2014,吉林省,邮政储蓄银行,1087,10078,1272.4,0,0.3949
2014,吉林省,城市商业银行,362,8670,2561.6,1,0.1315
2014,吉林省,小型农村金融机构,1574,22789,3693.9,55,0.5719
2014,吉林省,财务公司,1,170,475.6,2,0.0004
2014,吉林省,信托公司,0,198,61.3,1,0
2014,黑龙江省,政策性银行,90,2631,4997.8,0,0.0235
2014,黑龙江省,外资银行,7,133,37.8,0,0.0018
2014,黑龙江省,三类新型农村金融机构,55,849,96,28,0.0143
2014,黑龙江省,合计,6570,124305,27953,115,1.7141
2014,黑龙江省,大型商业银行,2065,55053,9547.2,0,0.5387
2014,黑龙江省,股份制商业银行,147,4268,2610,0,0.0384
2014,黑龙江省,邮政储蓄银行,1688,17876,1975.1,0,0.4404
2014,黑龙江省,城市商业银行,532,13531,4962.9,2,0.1388
2014,黑龙江省,城市信用社,0,0,0,0,0
2014,黑龙江省,小型农村金融机构,1981,27846,3367.7,81,0.5168
2014,黑龙江省,财务公司,3,94,178.1,2,0.0008
2014,黑龙江省,信托公司,1,1980,122,1,0.0003
2014,上海市,政策性银行,14,559,3425,0,0.0058
2014,上海市,外资银行,219,20341,13215,22,0.0903
2014,上海市,三类新型农村金融机构,10,470,150,10,0.0041
2014,上海市,合计,4087,139106,112657,72,1.6849
2014,上海市,大型商业银行,1713,54116,42973,1,0.7062
2014,上海市,股份制商业银行,864,33411,25315,1,0.3562
2014,上海市,邮政储蓄银行,466,5795,1566,0,0.1921
2014,上海市,城市商业银行,366,12593,14055,1,0.1509
2014,上海市,小型农村金融机构,399,6600,4680,1,0.1645
2014,上海市,财务公司,16,1157,2984,16,0.0066
2014,上海市,信托公司,7,1562,315,7,0.0029
2014,江苏省,政策性银行,93,2333,5339.9,0,0.0117
2014,江苏省,外资银行,79,2511,1038.7,6,0.0099
2014,江苏省,三类新型农村金融机构,161,3469,609.7,68,0.0202
2014,江苏省,合计,12759,228567,122100.6,156,1.6029
2014,江苏省,大型商业银行,4839,102718,48659.5,0,0.6079
2014,江苏省,股份制商业银行,1074,37513,24009.9,0,0.1349
2014,江苏省,邮政储蓄银行,2523,9571,4782.3,0,0.317
2014,江苏省,城市商业银行,804,24050,19708.8,4,0.101
2014,江苏省,小型农村金融机构,3169,45559,16932,63,0.3981
2014,江苏省,财务公司,12,325,582.8,10,0.0015
2014,江苏省,信托公司,4,400,170.5,4,0.0005
2014,浙江省,政策性银行,60,1928,5039,,0.0109
2014,浙江省,外资银行,34,1130,442,1,0.0062
2014,浙江省,三类新型农村金融机构,231,5126,725,80,0.0419
2014,浙江省,合计,12299,244884,105656,189,2.2329
2014,浙江省,大型商业银行,3954,97532,39449,,0.7179
2014,浙江省,股份制商业银行,788,32741,22475,1,0.1431
2014,浙江省,邮政储蓄银行,1687,7864,2666,,0.3063
2014,浙江省,城市商业银行,1048,38777,17007,13,0.1903
2014,浙江省,城市信用社,,,,,
2014,浙江省,小型农村金融机构,4482,58664,16383,82,0.8137
2014,浙江省,财务公司,7,239,597,6,0.0013
2014,浙江省,信托公司,5,666,152,5,0.0009
2014,安徽省,政策性银行,87,2253,2253,0,0.0143
2014,安徽省,外资银行,5,158,158,0,0.0008
2014,安徽省,三类新型农村金融机构,156,2362,2362,62,0.0256
2014,安徽省,合计,7948,116410,116410,158,1.3066
2014,安徽省,大型商业银行,2345,51428,51428,0,0.3855
2014,安徽省,股份制商业银行,251,5904,5904,0,0.0413
2014,安徽省,邮政储蓄银行,1766,14625,14625,0,0.2903
2014,安徽省,城市商业银行,272,7142,7142,1,0.0447
2014,安徽省,小型农村金融机构,3054,31350,31350,83,0.5021
2014,安徽省,财务公司,6,200,200,6,0.001
2014,安徽省,信托公司,2,381,381,2,0.0003
2014,福建省,政策性银行,41,1385,3976.4,0,0.0108
2014,福建省,外资银行,34,947,413.9,1,0.0089
2014,福建省,三类新型农村金融机构,46,1158,160.5,46,0.0121
2014,福建省,合计,6039,116655,59748.9,126,1.5867
2014,福建省,大型商业银行,2280,57815,16739.6,0,0.5991
2014,福建省,股份制商业银行,519,21874,26771.9,1,0.1364
2014,福建省,邮政储蓄银行,1022,5817,1717.9,0,0.2685
2014,福建省,城市商业银行,184,6746,4540.9,4,0.0483
2014,福建省,小型农村金融机构,1907,20179,5080.2,68,0.5011
2014,福建省,财务公司,4,84,190.8,3,0.0011
2014,福建省,信托公司,2,650,153.8,2,0.0005
2014,江西省,政策性银行,97,2232,2620.24,0,0.0214
2014,江西省,外资银行,4,88,28.9,0,0.0009
2014,江西省,三类新型农村金融机构,108,2025,233.28,34,0.0238
2014,江西省,合计,6743,97136,27857.06,131,1.4845
2014,江西省,大型商业银行,1887,41111,10364.68,0,0.4154
2014,江西省,股份制商业银行,223,4757,2674.02,0,0.0491
2014,江西省,邮政储蓄银行,1490,13021,1826.8,0,0.328
2014,江西省,城市商业银行,386,8634,4249.71,5,0.085
2014,江西省,城市信用社,0,0,0,0,0
2014,江西省,小型农村金融机构,2544,24672,5587.6,88,0.5601
2014,江西省,财务公司,2,143,169.38,2,0.0004
2014,江西省,信托公司,2,453,102.05,2,0.0004
2014,山东省,政策性银行,128,3745,7047,0,0.0131
2014,山东省,外资银行,41,1124,455,0,0.0042
2014,山东省,三类新型农村金融机构,125,3855,518,88,0.0128
2014,山东省,合计,14365,240604,86681,234,1.4674
2014,山东省,大型商业银行,4477,100878,33351,0,0.4573
2014,山东省,股份制商业银行,688,22227,13747,1,0.0703
2014,山东省,邮政储蓄银行,3023,9949,4157,0,0.3088
2014,山东省,城市商业银行,874,24285,10340,14,0.0893
2014,山东省,小型农村金融机构,5007,73442,15417,116,0.5115
2014,山东省,财务公司,2,666,1566,13,0.0002
2014,山东省,信托公司,0,433,83,2,0
2014,河南省,政策性银行,152,3700,4361.6,0,0.0161
2014,河南省,外资银行,4,95,72.8,0,0.0004
2014,河南省,三类新型农村金融机构,246,4296,529.7,65,0.0261
2014,河南省,合计,12168,184359,51581,219,1.2895
2014,河南省,大型商业银行,3232,76721,19245.6,0,0.3425
2014,河南省,股份制商业银行,272,10264,7323.1,0,0.0288
2014,河南省,邮政储蓄银行,2310,10387,4224.8,0,0.2448
2014,河南省,城市商业银行,676,17658,5807.8,5,0.0716
2014,河南省,城市信用社,0,0,0,0,0
2014,河南省,小型农村金融机构,5268,60658,9524.4,143,0.5583
2014,河南省,财务公司,6,208,413.8,4,0.0006
2014,河南省,信托公司,2,372,77.3,2,0.0002
2014,湖北省,政策性银行,94,2516,5224,0,0.0162
2014,湖北省,外资银行,13,329,147,0,0.0022
2014,湖北省,三类新型农村金融机构,106,1967,190,57,0.0182
2014,湖北省,合计,7414,125762,45073,152,1.2748
2014,湖北省,大型商业银行,2854,64966,18495,0,0.4907
2014,湖北省,股份制商业银行,257,9755,6979,0,0.0442
2014,湖北省,邮政储蓄银行,1632,8168,3226,0,0.2806
2014,湖北省,城市商业银行,253,6526,2898,2,0.0435
2014,湖北省,城市信用社,,,,,
2014,湖北省,小型农村金融机构,2192,30382,6609,84,0.3769
2014,湖北省,财务公司,10,651,977,6,0.0017
2014,湖北省,信托公司,2,418,93,2,0.0003
2014,湖南省,政策性银行,117,2807,4041,0,0.0174
2014,湖南省,外资银行,5,189,68,0,0.0007
2014,湖南省,三类新型农村金融机构,60,1127,260,29,0.0089
2014,湖南省,合计,9404,119787,38377,167,1.3958
2014,湖南省,大型商业银行,2440,52339,14956,0,0.3622
2014,湖南省,股份制商业银行,323,7533,5236,0,0.0479
2014,湖南省,邮政储蓄银行,2097,8028,2928,0,0.3113
2014,湖南省,城市商业银行,306,8472,4277,2,0.0454
2014,湖南省,城市信用社,0,0,0,0,0
2014,湖南省,小型农村金融机构,4046,38751,6290,131,0.6005
2014,湖南省,财务公司,4,108,155,3,0.0006
2014,湖南省,信托公司,1,139,31,1,0.0001
2014,广东省,政策性银行,84,2490,7542,0,0.0078
2014,广东省,外资银行,259,9892,5463,5,0.0242
2014,广东省,三类新型农村金融机构,126,3057,487,45,0.0117
2014,广东省,合计,16467,347510,175296,191,1.5355
2014,广东省,大型商业银行,6232,147056,72194,0,0.5811
2014,广东省,股份制商业银行,1416,67361,47654,3,0.132
2014,广东省,邮政储蓄银行,2084,25943,4439,0,0.1943
2014,广东省,城市商业银行,449,15973,12264,5,0.0419
2014,广东省,城市信用社,0,0,0,0,0
2014,广东省,小型农村金融机构,5794,71959,21527,109,0.5403
2014,广东省,财务公司,15,749,1669,16,0.0014
2014,广东省,信托公司,5,1728,446,5,0.0005
2014,深圳市,政策性银行,3,298,3659,0,
2014,深圳市,外资银行,92,5547,3536,4,
2014,深圳市,三类新型农村金融机构,33,1016,206,8,
2014,深圳市,合计,1654,68424,60486,28,
2014,深圳市,大型商业银行,593,23553,23146,0,
2014,深圳市,股份制商业银行,489,27970,21405,2,
2014,深圳市,邮政储蓄银行,140,1652,488,0,
2014,深圳市,城市商业银行,92,3921,4139,0,
2014,深圳市,城市信用社,0,0,0,0,
2014,深圳市,小型农村金融机构,199,2363,1576,1,
2014,深圳市,财务公司,9,379,564,9,
2014,深圳市,信托公司,2,1362,361,2,
2014,广西壮族自治区,政策性银行,64,1694,3297.43,0,0.0135
2014,广西壮族自治区,外资银行,3,79,40.12,0,0.0006
2014,广西壮族自治区,三类新型农村金融机构,182,2629,220.77,39,0.0383
2014,广西壮族自治区,合计,5984,91282,26967.51,134,1.2587
2014,广西壮族自治区,大型商业银行,2015,40197,10388.56,0,0.4239
2014,广西壮族自治区,股份制商业银行,124,3820,2561.76,0,0.0261
2014,广西壮族自治区,邮政储蓄银行,1002,11003,1427.75,0,0.2108
2014,广西壮族自治区,城市商业银行,240,6797,2676.54,3,0.0505
2014,广西壮族自治区,城市信用社,0,0,0,0,0
2014,广西壮族自治区,小型农村金融机构,2351,24957,6231.73,90,0.4945
2014,广西壮族自治区,财务公司,2,55,103.38,1,0.0004
2014,广西壮族自治区,信托公司,0,0,0,0,0
2014,海南省,政策性银行,20,618,2447.9,0,0.0221
2014,海南省,外资银行,1,35,11.4,0,0.0011
2014,海南省,三类新型农村金融机构,19,360,31.7,17,0.021
2014,海南省,合计,1412,21656,9430.6,41,1.5628
2014,海南省,大型商业银行,520,12078,3837.2,0,0.5756
2014,海南省,股份制商业银行,65,1747,1142.4,0,0.0719
2014,海南省,邮政储蓄银行,350,1546,501.9,0,0.3874
2014,海南省,城市商业银行,0,0,0,0,0
2014,海南省,城市信用社,0,0,0,0,0
2014,海南省,小型农村金融机构,434,5124,1365.9,21,0.4804
2014,海南省,财务公司,3,148,92.3,3,0.0033
2014,海南省,信托公司,0,0,0,0,0
2014,重庆市,政策性银行,39,1144,3204.6,0,0.013
2014,重庆市,外资银行,29,821,216.5,0,0.0097
2014,重庆市,三类新型农村金融机构,73,1746,239.4,33,0.0244
2014,重庆市,合计,5439,68756,35158.7,45,1.8182
2014,重庆市,大型商业银行,1343,27583,10906,0,0.449
2014,重庆市,股份制商业银行,218,8486,7087,0,0.0729
2014,重庆市,邮政储蓄银行,1730,4467,1954,0,0.5783
2014,重庆市,城市商业银行,228,7238,4522.7,2,0.0762
2014,重庆市,小型农村金融机构,1770,16362,6141.1,1,0.5917
2014,重庆市,财务公司,4,97,142.8,4,0.0013
2014,重庆市,信托公司,2,615,200.3,2,0.0007
2014,四川省,政策性银行,113,3883,5145.46,0,0.0139
2014,四川省,外资银行,29,1055,320.53,0,0.0036
2014,四川省,三类新型农村金融机构,182,3017,459.41,50,0.0224
2014,四川省,合计,13751,225745,69117.95,184,1.6893
2014,四川省,大型商业银行,3340,93972,25838.71,0,0.4103
2014,四川省,股份制商业银行,404,10602,8550.93,0,0.0496
2014,四川省,邮政储蓄银行,3131,26224,3777.55,0,0.3846
2014,四川省,城市商业银行,708,17223,9380.09,13,0.087
2014,四川省,城市信用社,0,0,0,0,0
2014,四川省,小型农村金融机构,5831,67970,15012.71,114,0.7163
2014,四川省,财务公司,6,215,504,4,0.0007
2014,四川省,信托公司,2,1010,117.16,2,0.0002
2014,贵州省,政策性银行,68,1301,2578.3,0,0.0194
2014,贵州省,外资银行,1,39,3.3,0,0.0003
2014,贵州省,三类新型农村金融机构,98,1852,156.6,40,0.0279
2014,贵州省,合计,4852,64945,20186.2,131,1.3831
2014,贵州省,大型商业银行,1091,24322,6766.9,0,0.311
2014,贵州省,股份制商业银行,45,1706,1497.4,0,0.0128
2014,贵州省,邮政储蓄银行,963,2429,810.4,0,0.2745
2014,贵州省,城市商业银行,316,7567,3125.2,2,0.0901
2014,贵州省,小型农村金融机构,2264,25415,4855.6,85,0.6454
2014,贵州省,财务公司,5,82,319,3,0.0014
2014,贵州省,信托公司,1,232,73.4,1,0.0003
2014,云南省,政策性银行,88,2060,3308.1,0,0.0187
2014,云南省,外资银行,6,119,56.6,0,0.0013
2014,云南省,三类新型农村金融机构,67,1240,181.6,41,0.0142
2014,云南省,合计,5481,75633,29727.7,180,1.1627
2014,云南省,大型商业银行,1595,36057,10912.6,0,0.3384
2014,云南省,股份制商业银行,296,7216,4618.1,0,0.0628
2014,云南省,邮政储蓄银行,863,2784,794.1,0,0.1831
2014,云南省,城市商业银行,174,4143,1822.6,3,0.0369
2014,云南省,小型农村金融机构,2387,21725,7178.6,132,0.5064
2014,云南省,财务公司,3,70,107.3,2,0.0006
2014,云南省,信托公司,1,157,18.7,1,0.0002
2014,西藏自治区,政策性银行,2,97,93.1,0,0.0063
2014,西藏自治区,外资银行,0,0,0,0,0
2014,西藏自治区,三类新型农村金融机构,1,42,2.9,1,0.0031
2014,西藏自治区,合计,677,8427,3311.2,3,2.1319
2014,西藏自治区,大型商业银行,590,7510,2733.5,0,1.858
2014,西藏自治区,股份制商业银行,2,130,118.2,0,0.0063
2014,西藏自治区,邮政储蓄银行,76,265,90.5,0,0.2393
2014,西藏自治区,城市商业银行,5,333,255.2,1,0.0157
2014,西藏自治区,城市信用社,0,0,0,0,0
2014,西藏自治区,小型农村金融机构,0,0,0,0,0
2014,西藏自治区,财务公司,0,0,0,0,0
2014,西藏自治区,信托公司,1,50,17.8,1,0.0031
2014,陕西省,政策性银行,81,2124,3480.6,0,0.0215
2014,陕西省,外资银行,12,372,153.9,0,0.0032
2014,陕西省,三类新型农村金融机构,17,466,41.7,13,0.0045
2014,陕西省,合计,6749,96798,36570.9,129,1.7878
2014,陕西省,大型商业银行,1912,42563,13598,0,0.5065
2014,陕西省,股份制商业银行,305,8335,6336.4,0,0.0808
2014,陕西省,邮政储蓄银行,1269,9219,2121,0,0.3361
2014,陕西省,城市商业银行,302,8092,4049.6,2,0.08
2014,陕西省,小型农村金融机构,2842,24410,6204.5,108,0.7528
2014,陕西省,财务公司,6,265,469.9,3,0.0016
2014,陕西省,信托公司,3,952,115.5,3,0.0008
2014,甘肃省,政策性银行,60,1525,2401,0,0.0232
2014,甘肃省,外资银行,0,0,0,0,0
2014,甘肃省,三类新型农村金融机构,20,75,88,20,0.0077
2014,甘肃省,合计,4670,61423,19140,114,1.8025
2014,甘肃省,大型商业银行,1374,29812,6772,0,0.5303
2014,甘肃省,股份制商业银行,64,2308,1653,0,0.0247
2014,甘肃省,邮政储蓄银行,600,2472,684,0,0.2316
2014,甘肃省,城市商业银行,279,6335,3096,2,0.1077
2014,甘肃省,城市信用社,0,0,0,0,0
2014,甘肃省,小型农村金融机构,2269,18559,3889,88,0.8758
2014,甘肃省,财务公司,2,74,136,2,0.0008
2014,甘肃省,信托公司,1,156,18,1,0.0004
2014,青海省,政策性银行,27,577,1653,0,0.0463
2014,青海省,外资银行,0,0,0,0,0
2014,青海省,三类新型农村金融机构,4,51,14,3,0.0069
2014,青海省,合计,1111,17230,6487,37,1.9043
2014,青海省,大型商业银行,430,9798,2815,0,0.737
2014,青海省,股份制商业银行,17,445,419,0,0.0291
2014,青海省,邮政储蓄银行,180,937,215,0,0.3085
2014,青海省,城市商业银行,74,1530,533,1,0.1268
2014,青海省,城市信用社,0,0,0,0,0
2014,青海省,小型农村金融机构,376,3534,726,31,0.6445
2014,青海省,财务公司,1,28,61,1,0.0017
2014,青海省,信托公司,1,303,52,1,0.0017
2014,宁夏回族自治区,政策性银行,16,539,1162,0,0.0242
2014,宁夏回族自治区,三类新型农村金融机构,28,569,91,9,0.0423
2014,宁夏回族自治区,合计,1233,22103,6718,31,1.8638
2014,宁夏回族自治区,大型商业银行,499,10856,2354,0,0.7543
2014,宁夏回族自治区,股份制商业银行,14,471,237,0,0.0212
2014,宁夏回族自治区,邮政储蓄银行,202,1053,180,0,0.3053
2014,宁夏回族自治区,城市商业银行,89,3017,1388,2,0.1345
2014,宁夏回族自治区,小型农村金融机构,385,5598,1306,20,0.582
2014,新疆维吾尔自治区,政策性银行,94,2270,3289,,0.0409
2014,新疆维吾尔自治区,外资银行,2,70,27,,0.0009
2014,新疆维吾尔自治区,三类新型农村金融机构,75,1606,169,19,0.0326
2014,新疆维吾尔自治区,合计,3604,58567,21982,110,1.568
2014,新疆维吾尔自治区,大型商业银行,1391,30595,8759,,0.6052
2014,新疆维吾尔自治区,股份制商业银行,85,2543,1618,,0.037
2014,新疆维吾尔自治区,邮政储蓄银行,663,3794,776,,0.2885
2014,新疆维吾尔自治区,城市商业银行,214,5020,3773,5,0.0931
2014,新疆维吾尔自治区,城市信用社,,,,,
2014,新疆维吾尔自治区,小型农村金融机构,1079,12202,3060,83,0.4694
2014,新疆维吾尔自治区,财务公司,1,15,19,,0.0004
2014,新疆维吾尔自治区,信托公司,,358,59,2,
2015,北京市,政策性银行,18,928,16549,0,0.0083
2015,北京市,外资银行,121,4575,3224,9,0.0557
2015,北京市,三类新型农村金融机构,37,731,196,11,0.017
2015,北京市,合计,4603,115084,196601,115,2.1207
2015,北京市,大型商业银行,1811,52711,76672,0,0.8344
2015,北京市,股份制商业银行,911,23003,42648,0,0.4197
2015,北京市,邮政储蓄银行,568,3080,4052,0,0.2617
2015,北京市,城市商业银行,350,10487,19246,1,0.1613
2015,北京市,城市信用社,,,,,
2015,北京市,小型农村金融机构,694,8913,6286,1,0.3197
2015,北京市,财务公司,70,4404,22838,70,0.0323
2015,北京市,信托公司,11,2474,864,11,0.0051
2015,天津市,政策性银行,13,515,3317.5,0,0.0084
2015,天津市,外资银行,56,1415,869.2,1,0.0362
2015,天津市,三类新型农村金融机构,80,1285,285.5,18,0.0517
2015,天津市,合计,3039,64184,44905.9,39,1.9645
2015,天津市,大型商业银行,1234,28843,11731.6,0,0.7977
2015,天津市,股份制商业银行,315,10942,9788.9,1,0.2036
2015,天津市,邮政储蓄银行,416,2667,951.3,0,0.2689
2015,天津市,城市商业银行,320,7914,8281.5,1,0.2069
2015,天津市,小型农村金融机构,587,8564,3816.7,2,0.3795
2015,天津市,财务公司,5,174,313.4,4,0.0032
2015,天津市,信托公司,2,302,87.6,2,0.0013
2015,河北省,政策性银行,164,3611,3863.3,0,0.0221
2015,河北省,外资银行,1,56,31.9,0,0.0001
2015,河北省,三类新型农村金融机构,153,2471,268.9,68,0.0206
2015,河北省,合计,11446,171202,58714.7,240,1.5416
2015,河北省,大型商业银行,3292,77696,24303.8,0,0.4434
2015,河北省,股份制商业银行,456,9617,4712.8,0,0.0614
2015,河北省,邮政储蓄银行,1461,9500,2902.4,0,0.1968
2015,河北省,城市商业银行,1034,19825,10413.4,11,0.1393
2015,河北省,小型农村金融机构,4876,47915,11506.5,152,0.6567
2015,河北省,财务公司,6,187,444.3,6,0.0008
2015,河北省,信托公司,1,197,48.5,1,0.0001
2015,山西省,政策性银行,80,1097,2676.5,0,0.0218
2015,山西省,外资银行,2,48,23,0,0.0005
2015,山西省,三类新型农村金融机构,72,2563,261.1,63,0.0197
2015,山西省,合计,6692,116887,36201.6,187,1.8264
2015,山西省,大型商业银行,1672,45461,13894.8,0,0.4563
2015,山西省,股份制商业银行,303,9797,4762.1,0,0.0827
2015,山西省,邮政储蓄银行,1220,6812,2256.8,0,0.333
2015,山西省,城市商业银行,276,8480,3216.7,6,0.0753
2015,山西省,小型农村金融机构,3058,42116,8194.7,110,0.8346
2015,山西省,财务公司,7,292,878.9,6,0.0019
2015,山西省,信托公司,1,174,21.1,1,0.0003
2015,内蒙古自治区,政策性银行,86,2078,4352.3,0,0.0342
2015,内蒙古自治区,外资银行,1,20,3.7,0,0.0004
2015,内蒙古自治区,三类新型农村金融机构,87,3829,446.5,69,0.0346
2015,内蒙古自治区,合计,4843,95809,27264,173,1.9287
2015,内蒙古自治区,大型商业银行,1490,41125,8841.3,0,0.5934
2015,内蒙古自治区,股份制商业银行,181,4472,2600.6,0,0.0721
2015,内蒙古自治区,邮政储蓄银行,166,3926,838.4,0,0.0661
2015,内蒙古自治区,城市商业银行,488,12384,5370.3,4,0.1943
2015,内蒙古自治区,小型农村金融机构,2337,27470,4487.4,93,0.9307
2015,内蒙古自治区,财务公司,5,154,266.2,5,0.002
2015,内蒙古自治区,信托公司,2,351,57.4,2,0.0008
2015,中国,外资银行,,46730,,40,
2015,中国,合计,,3803470,,4261,
2015,中国,城市商业银行,,370124,,133,
2015,中国,农村合作银行,,25824,,71,
2015,中国,农村商业银行,,464055,,859,
2015,中国,农村信用社,,369369,,1373,
2015,中国,信托公司,,18268,,68,
2015,辽宁省,政策性银行,82,2358,7105,0,0.0187
